artist,track_name,track_url,album_name,album_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,genre,preview
Dirty Projectors,Keep Your Name,https://api.spotify.com/v1/tracks/41IcdEHjwDp65pVjOxODCf,Dirty Projectors,https://api.spotify.com/v1/albums/6HA2YKWabsGi6XWkhWoZuA,0.542,0.485,0,-7.443,0,0.0361,0.443,0.000738,0.4,0.354,112.435,audio_features,41IcdEHjwDp65pVjOxODCf,270172,4,alternative rock,https://p.scdn.co/mp3-preview/b610d7cc6bea439ffb401be3ec0eb988af3fe02a?cid=fc235f8b650243338f2957a048e88a50
Local Natives,World News,https://api.spotify.com/v1/tracks/2CMr5wLBjOr3V1S8lyuXKR,Gorilla Manor,https://api.spotify.com/v1/albums/2cIpJDijNEoHv88jJKwDID,0.544,0.813,4,-8.871,1,0.0398,0.0106,0.377,0.345,0.579,121.892,audio_features,2CMr5wLBjOr3V1S8lyuXKR,269653,4,chamber pop,https://p.scdn.co/mp3-preview/7745cfb964e2aa521af21d268b5151b063d85483?cid=fc235f8b650243338f2957a048e88a50
Wolf Parade,I'll Believe In Anything,https://api.spotify.com/v1/tracks/6RykHdc2JWXV6T3S8fpbV3,Apologies To The Queen Mary,https://api.spotify.com/v1/albums/5wvRs33deheLi3hwbvVz8W,0.308,0.942,0,-4.534,1,0.116,0.398,0,0.0494,0.143,144.063,audio_features,6RykHdc2JWXV6T3S8fpbV3,276613,3,alternative rock,https://p.scdn.co/mp3-preview/96b98c6f2c59ac6756fed302c765049ceee41af3?cid=fc235f8b650243338f2957a048e88a50
The National,Mr. November,https://api.spotify.com/v1/tracks/4g8Fn7fWwxculLpkPMxYU1,Alligator,https://api.spotify.com/v1/albums/4rwdrCccOqPlRjFZq0H1M1,0.417,0.879,7,-4.187,1,0.0454,0.0234,0.00000174,0.183,0.703,146.165,audio_features,4g8Fn7fWwxculLpkPMxYU1,240493,4,alternative rock,https://p.scdn.co/mp3-preview/229fbdc3a212edc5821a3e87cc7f77db5cef4d70?cid=fc235f8b650243338f2957a048e88a50
Arcade Fire,Reflektor,https://api.spotify.com/v1/tracks/31ZdQkrfD50jSW8RQumuc5,Reflektor (Deluxe),https://api.spotify.com/v1/albums/6kDCHWavDS2bNbtojhRjfJ,0.59,0.723,11,-8.309,0,0.0316,0.0432,0.015,0.315,0.652,111.606,audio_features,31ZdQkrfD50jSW8RQumuc5,453947,4,alternative rock,https://p.scdn.co/mp3-preview/fdc15dd5a8765d906cafb198524eec4e3039c646?cid=fc235f8b650243338f2957a048e88a50
Built To Spill,In the Morning,https://api.spotify.com/v1/tracks/4ILoC9hYMea7hP36nchz5s,There's Nothing Wrong With Love,https://api.spotify.com/v1/albums/1jzuFGEvMMiQONwH2nHtLJ,0.362,0.853,2,-7.572,1,0.0641,0.0282,0.00216,0.105,0.574,97.534,audio_features,4ILoC9hYMea7hP36nchz5s,157507,4,alternative rock,https://p.scdn.co/mp3-preview/3ad7e328c28ab4bc32c6c691110aff84affa9bc3?cid=fc235f8b650243338f2957a048e88a50
Fruit Bats,When U Love Somebody,https://api.spotify.com/v1/tracks/1k6HyTZzm0Vk8Cb3LUQUf8,Mouthfuls,https://api.spotify.com/v1/albums/2qdxVSIyuIbBaSrkeWXL0L,0.723,0.763,7,-6.366,1,0.0262,0.122,0.00543,0.343,0.585,120.962,audio_features,1k6HyTZzm0Vk8Cb3LUQUf8,271160,4,alternative country,https://p.scdn.co/mp3-preview/b35a6aa86354446b8f2ea74de463019ffb409b2c?cid=fc235f8b650243338f2957a048e88a50
The War On Drugs,Holding On,https://api.spotify.com/v1/tracks/6WVj0HdHqrBMSnRMQQIl0h,Holding On,https://api.spotify.com/v1/albums/1JGGp3zgeYsFvL9lwEcvfN,0.448,0.94,6,-5.043,1,0.0421,0.000572,0.0106,0.0536,0.64,150.096,audio_features,6WVj0HdHqrBMSnRMQQIl0h,347973,4,chamber pop,https://p.scdn.co/mp3-preview/6cdf6efa9255e38d20c315c67988dffd0ffc3596?cid=fc235f8b650243338f2957a048e88a50
LCD Soundsystem,Sound Of Silver,https://api.spotify.com/v1/tracks/442bPYh5CaoKNSadk699eG,Sound Of Silver,https://api.spotify.com/v1/albums/1R8kkopLT4IAxzMMkjic6X,0.865,0.774,10,-11.215,1,0.0518,0.173,0.618,0.311,0.604,119.991,audio_features,442bPYh5CaoKNSadk699eG,427160,4,alternative dance,https://p.scdn.co/mp3-preview/ce306e0b21983ca2f123e0a04767694e41482d25?cid=fc235f8b650243338f2957a048e88a50
Wilco,Muzzle of bees,https://api.spotify.com/v1/tracks/5HMz7d5bnB2EuamjX45R0Q,A ghost is born,https://api.spotify.com/v1/albums/1RCxMEn5jFeUWbof3vy8oC,0.535,0.193,2,-14.547,1,0.0264,0.405,0.33,0.0834,0.156,101.306,audio_features,5HMz7d5bnB2EuamjX45R0Q,292107,4,alternative country,https://p.scdn.co/mp3-preview/540b365f532698dc33ff861d3313db6f6fd27981?cid=fc235f8b650243338f2957a048e88a50
Neutral Milk Hotel,[untitled],https://api.spotify.com/v1/tracks/36qRFmDu0pMLiDjG83mizZ,In the Aeroplane Over the Sea,https://api.spotify.com/v1/albums/5COXoP5kj2DWfCDg0vxi4F,0.0733,0.873,4,-4.24,1,0.119,0.00189,0.386,0.13,0.0959,189.417,audio_features,36qRFmDu0pMLiDjG83mizZ,136027,4,alternative rock,https://p.scdn.co/mp3-preview/7622fa44042b0f96d9c9a93146c56df6bc24b357?cid=fc235f8b650243338f2957a048e88a50
Cass McCombs,Big Wheel,https://api.spotify.com/v1/tracks/0kIcbuSX3ZjyhP0djio6Nt,Big Wheel and Others,https://api.spotify.com/v1/albums/56KG63TFrh23oy9lcqPEnt,0.507,0.602,2,-11.406,0,0.0255,0.00346,0.135,0.131,0.859,84.267,audio_features,0kIcbuSX3ZjyhP0djio6Nt,220387,4,alternative rock,https://p.scdn.co/mp3-preview/57a0d54af4afef61b99e468dc74af1ba7133192d?cid=fc235f8b650243338f2957a048e88a50
Dr. Dog,The World May Never Know,https://api.spotify.com/v1/tracks/3jPMFS8DflvvRk3jhGnQoN,Easy Beat,https://api.spotify.com/v1/albums/1LaDxZrh8Q7XmNQkWzlxJK,0.614,0.558,6,-8.953,0,0.0555,0.678,0.185,0.124,0.823,170.817,audio_features,3jPMFS8DflvvRk3jhGnQoN,182067,4,alternative rock,https://p.scdn.co/mp3-preview/4cfbcffd4ba6d597ba9c3439fc86af6e68e8f933?cid=fc235f8b650243338f2957a048e88a50
Parquet Courts,Content Nausea,https://api.spotify.com/v1/tracks/4xRbfsI8rlMDDNCUtTQD8P,Content Nausea,https://api.spotify.com/v1/albums/4fqtlYReTZcjBAIhpKP2CQ,0.27,0.747,4,-7.287,1,0.0527,0.17,0.863,0.167,0.701,126.042,audio_features,4xRbfsI8rlMDDNCUtTQD8P,184000,1,alternative rock,https://p.scdn.co/mp3-preview/c4725f70f0ed134ddaef05f3ffad24323070cc77?cid=fc235f8b650243338f2957a048e88a50
Woods,Lost in a Crowd,https://api.spotify.com/v1/tracks/7pM3L8Y9Jr1P5OpDOuYklm,Love Is Love,https://api.spotify.com/v1/albums/4ILuMxDeojAj2Ctp8ujwsV,0.485,0.707,7,-7.08,1,0.0265,0.262,0.0166,0.177,0.553,126.853,audio_features,7pM3L8Y9Jr1P5OpDOuYklm,184557,3,alternative rock,https://p.scdn.co/mp3-preview/047a72ae33a87a25cd87c25dc934d0f1a76b07cd?cid=fc235f8b650243338f2957a048e88a50
Pavement,Blue Hawaiian,https://api.spotify.com/v1/tracks/08YKyb8uuZoV9EEsCKb8T1,Brighten the Corners,https://api.spotify.com/v1/albums/748L9N8V8Mi15SByd6vHwD,0.643,0.424,9,-13.086,0,0.0277,0.277,0.000741,0.11,0.306,110.706,audio_features,08YKyb8uuZoV9EEsCKb8T1,213907,4,alternative rock,https://p.scdn.co/mp3-preview/4fac88f52f756c6e71324dd05fae48f8a2482e0b?cid=fc235f8b650243338f2957a048e88a50
Slowdive,Sugar for the Pill,https://api.spotify.com/v1/tracks/2gr8r2YwqxQbkNOwyhXcOk,Sugar for the Pill,https://api.spotify.com/v1/albums/1pxYq4HwX5bH0QZLHMaO9o,0.534,0.54,7,-7.677,1,0.0242,0.202,0.812,0.113,0.42,98.017,audio_features,2gr8r2YwqxQbkNOwyhXcOk,270918,4,alternative rock,https://p.scdn.co/mp3-preview/6cb272d65ac2679fba03ce826cdf1b533aa03c31?cid=fc235f8b650243338f2957a048e88a50
Porches,Headsgiving,https://api.spotify.com/v1/tracks/2gPWssZglF1r1xFU5Ow46X,Slow Dance in the Cosmos,https://api.spotify.com/v1/albums/3JpT509SmjfLDjmxpHA0Cq,0.382,0.62,5,-5.872,1,0.0323,0.447,0.000194,0.116,0.558,94.031,audio_features,2gPWssZglF1r1xFU5Ow46X,222585,4,brooklyn indie,https://p.scdn.co/mp3-preview/9bf598beee054da3ca46cabee9dace673de3caf1?cid=fc235f8b650243338f2957a048e88a50
Girlpool,Corner Store,https://api.spotify.com/v1/tracks/0gckHkXzCrOAw7vWK4tngO,Powerplant,https://api.spotify.com/v1/albums/120bhi2kgHiYc2FwI7nghO,0.618,0.561,10,-6.265,1,0.0373,0.129,0.0013,0.13,0.274,116.904,audio_features,0gckHkXzCrOAw7vWK4tngO,91511,4,anti-folk,https://p.scdn.co/mp3-preview/d1c6d49f330d9268dce103ea6dc22f5efa9298df?cid=fc235f8b650243338f2957a048e88a50
(Sandy) Alex G,Brite Boy,https://api.spotify.com/v1/tracks/19DXGGcr5hb3kh8BQtz4cE,Beach Music,https://api.spotify.com/v1/albums/0aABjw7BY2iRsK4ZdkwSjF,0.454,0.403,11,-10.047,1,0.0353,0.0937,0.000592,0.168,0.552,91.997,audio_features,19DXGGcr5hb3kh8BQtz4cE,150820,4,alternative rock,https://p.scdn.co/mp3-preview/a34c910fb760689ebbbd9b3e8182b24211494b54?cid=fc235f8b650243338f2957a048e88a50
Japanese Breakfast,In Heaven,https://api.spotify.com/v1/tracks/7vKMp9RBcZHn9ZaZhy2DVv,Psychopomp,https://api.spotify.com/v1/albums/3i7EHinpu9J5MXKMzjpjZ0,0.376,0.715,11,-5.499,0,0.0421,0.0956,0,0.189,0.421,121.974,audio_features,7vKMp9RBcZHn9ZaZhy2DVv,230322,4,chamber pop,https://p.scdn.co/mp3-preview/8be52796bdb522544ec15830a4a909c635e5083e?cid=fc235f8b650243338f2957a048e88a50
Broadcast,Black Cat,https://api.spotify.com/v1/tracks/2u24s40bXEMu896fEs1L9L,Tender Buttons,https://api.spotify.com/v1/albums/28RiDrxACWNtbrUNy9Ks1X,0.394,0.768,11,-7.476,0,0.0866,0.0196,0.554,0.0796,0.489,131.081,audio_features,2u24s40bXEMu896fEs1L9L,238440,4,alternative dance,https://p.scdn.co/mp3-preview/3fcaf3c43c6e1f2b33b1599a60edf9ecc5ab1840?cid=fc235f8b650243338f2957a048e88a50
Broken Social Scene,Cause = Time,https://api.spotify.com/v1/tracks/17z65LFVRqSVJCMyjfrBm9,You Forgot It In People,https://api.spotify.com/v1/albums/6nL0U84JsEJ0cRsGCnsDnJ,0.389,0.559,0,-8.535,1,0.0394,0.00108,0.00848,0.217,0.34,148.007,audio_features,17z65LFVRqSVJCMyjfrBm9,330853,4,alternative dance,https://p.scdn.co/mp3-preview/74a266d0398a391461c28a62d7d2199041e2e989?cid=fc235f8b650243338f2957a048e88a50
Preoccupations,Anxiety,https://api.spotify.com/v1/tracks/4HDdJnIlchEa1YOebvO0sU,Preoccupations,https://api.spotify.com/v1/albums/1BedrXdH4el7fWWIYMC99N,0.314,0.651,7,-7.706,1,0.0485,0.0672,0.829,0.332,0.0761,116.171,audio_features,4HDdJnIlchEa1YOebvO0sU,269666,4,chamber psych,https://p.scdn.co/mp3-preview/be48de831fda48da3718e468f52428fa80412a1d?cid=fc235f8b650243338f2957a048e88a50
Panda Bear,Comfy in Nautica,https://api.spotify.com/v1/tracks/6aHgzHMJX5XZGYMSGkSGxh,Person Pitch,https://api.spotify.com/v1/albums/3Ds8HpXvbIoPRLLVdDF6Uj,0.449,0.855,10,-14.693,1,0.165,0.679,0.00385,0.361,0.0393,119.92,audio_features,6aHgzHMJX5XZGYMSGkSGxh,244347,4,alternative dance,https://p.scdn.co/mp3-preview/81a583dfed7259864554306c474af03b1f02c166?cid=fc235f8b650243338f2957a048e88a50
Kevin Morby,Come to Me Now,https://api.spotify.com/v1/tracks/7jkXzyfanwGpiatB2oLdt2,Come to Me Now,https://api.spotify.com/v1/albums/2BTmLwa3ATSUsYSu4epdyC,0.334,0.488,7,-10.224,1,0.0342,0.499,0.274,0.122,0.0823,111.711,audio_features,7jkXzyfanwGpiatB2oLdt2,291080,5,alternative rock,https://p.scdn.co/mp3-preview/e8f6bdd7dedfd789924eb08c1db5e59bc08ea079?cid=fc235f8b650243338f2957a048e88a50
Parquet Courts,Dust,https://api.spotify.com/v1/tracks/0bZDQlvx2oS1NiUZZ1aXGu,Human Performance,https://api.spotify.com/v1/albums/4RNew41ZeRuoRNg3YAhvpe,0.554,0.956,0,-6.45,1,0.0327,0.331,0.929,0.563,0.958,145.46,audio_features,0bZDQlvx2oS1NiUZZ1aXGu,237453,4,alternative rock,https://p.scdn.co/mp3-preview/55803470cdf6b4bd289fee86c755fc0587091260?cid=fc235f8b650243338f2957a048e88a50
Cass McCombs,There Can Be Only One,https://api.spotify.com/v1/tracks/6mbbXTBC7ADcjh5RCNrooU,Big Wheel and Others,https://api.spotify.com/v1/albums/56KG63TFrh23oy9lcqPEnt,0.612,0.688,9,-13.591,1,0.0348,0.349,0.216,0.241,0.852,86.305,audio_features,6mbbXTBC7ADcjh5RCNrooU,257453,4,alternative rock,https://p.scdn.co/mp3-preview/beac17c46fa5347d33d17ab1c59875d1318bbf27?cid=fc235f8b650243338f2957a048e88a50
Ultimate Painting,Bills,https://api.spotify.com/v1/tracks/36YRc0M3YOCBz9xHguhCe2,Dusk,https://api.spotify.com/v1/albums/5JQq4hKrE4Cd0ib5eKY0Gg,0.712,0.761,9,-7.217,1,0.0316,0.464,0.108,0.225,0.568,132.939,audio_features,36YRc0M3YOCBz9xHguhCe2,229698,4,alt-indie rock,https://p.scdn.co/mp3-preview/b270ea1ecbd7a51373175b34bd16cf900f71e731?cid=fc235f8b650243338f2957a048e88a50
Ty Segall,Finger,https://api.spotify.com/v1/tracks/1osYkIYegkLLnPutvItBta,Melted,https://api.spotify.com/v1/albums/5P0LN9xrnLY1By7mlkKtkx,0.237,0.481,8,-3.68,1,0.0337,0.000406,0.00523,0.0512,0.132,143.719,audio_features,1osYkIYegkLLnPutvItBta,174333,4,alternative rock,https://p.scdn.co/mp3-preview/d8ad736d362201732e6aaf52cb7b1200cef6611d?cid=fc235f8b650243338f2957a048e88a50
TRAAMS,Costner,https://api.spotify.com/v1/tracks/0RiQDpx4kVxVXNfGjG2hkY,Modern Dancing,https://api.spotify.com/v1/albums/216dJVIGRWhZjZvizzyDTf,0.219,0.899,9,-8.568,1,0.0725,0.00658,0.243,0.0954,0.318,170.655,audio_features,0RiQDpx4kVxVXNfGjG2hkY,219240,4,alt-indie rock,https://p.scdn.co/mp3-preview/0fb98c88b6ed4870e55f3f4396a2023a49a124e7?cid=fc235f8b650243338f2957a048e88a50
True Widow,Theurgist,https://api.spotify.com/v1/tracks/3AUsz58JUz7TZ5UE0ooAGL,AVVOLGERE,https://api.spotify.com/v1/albums/1PlaWCaVq4KwFx7y7LkI5K,0.504,0.62,11,-10.568,1,0.0275,0.192,0.793,0.235,0.428,102.952,audio_features,3AUsz58JUz7TZ5UE0ooAGL,278543,4,dream pop,https://p.scdn.co/mp3-preview/0ce7da00fc69e8ecffefabdaeca47c8a89650ec3?cid=fc235f8b650243338f2957a048e88a50
Yuck,Somewhere,https://api.spotify.com/v1/tracks/3opG1T9X024CL84bKVRoC6,Glow and Behold,https://api.spotify.com/v1/albums/0XNde7R1LrRfJKd2c9v36u,0.536,0.586,4,-7.519,1,0.0292,0.199,0.944,0.138,0.474,146.996,audio_features,3opG1T9X024CL84bKVRoC6,343733,4,alternative rock,https://p.scdn.co/mp3-preview/4d071b5538957f678fefc6c07433b784ee5a3076?cid=fc235f8b650243338f2957a048e88a50
Ulrika Spacek,There's a Little Passing Cloud in You,https://api.spotify.com/v1/tracks/5VDKMY3raGdCxYcDKOKlDS,The Album Paranoia,https://api.spotify.com/v1/albums/2wofMMTIBPnc9nRLrbMf0P,0.321,0.687,4,-8.306,0,0.0318,0.0204,0.854,0.112,0.27,133.966,audio_features,5VDKMY3raGdCxYcDKOKlDS,412620,4,alt-indie rock,https://p.scdn.co/mp3-preview/d9d617180e49340edfe6f5a4886618391db404c1?cid=fc235f8b650243338f2957a048e88a50
My Bloody Valentine,When You Sleep,https://api.spotify.com/v1/tracks/3HfEgAaf0koxBpBB8NvGda,Loveless,https://api.spotify.com/v1/albums/3GH4IiI6jQAIvnHVdb5FB6,0.4,0.82,11,-12.281,1,0.0466,0.000295,0.79,0.236,0.145,128.894,audio_features,3HfEgAaf0koxBpBB8NvGda,251933,4,alternative rock,https://p.scdn.co/mp3-preview/c616c688e2f215ee0e501036f80e7d2f5ef1c79a?cid=fc235f8b650243338f2957a048e88a50
FEWS,Zlatan,https://api.spotify.com/v1/tracks/5GbkEBe2Y2z611D7KwyiRY,MEANS,https://api.spotify.com/v1/albums/19j56w3SlaImosWTQVpABt,0.221,0.866,11,-7.832,0,0.0758,0.00014,0.121,0.102,0.426,198.836,audio_features,5GbkEBe2Y2z611D7KwyiRY,133573,4,alt-indie rock,https://p.scdn.co/mp3-preview/3cab945f691d9b884121b4c3f56c19e752650dc0?cid=fc235f8b650243338f2957a048e88a50
Slowdive,Star Roving,https://api.spotify.com/v1/tracks/0eNeturRjWHoi2SxITY0XC,Star Roving,https://api.spotify.com/v1/albums/6pUMKhdr42lTqhzoqC3CBa,0.329,0.932,9,-4.919,1,0.0531,0.0712,0.699,0.293,0.409,144.057,audio_features,0eNeturRjWHoi2SxITY0XC,338869,4,alternative rock,https://p.scdn.co/mp3-preview/5dcea93bdabc58ea45da8dc7e1e997faa6d00c75?cid=fc235f8b650243338f2957a048e88a50
Nothing,Vertigo Flowers,https://api.spotify.com/v1/tracks/3xvVuLA3YYZPd5mx8NOnN6,Tired of Tomorrow (Deluxe Version),https://api.spotify.com/v1/albums/2655MXRi7PSJTtYqdGKeuH,0.167,0.95,4,-4.736,1,0.051,0.0000634,0.313,0.33,0.165,151.821,audio_features,3xvVuLA3YYZPd5mx8NOnN6,204976,4,alternative emo,https://p.scdn.co/mp3-preview/45080fc2ec523288ca7ef2ae9c1b6bedb902806d?cid=fc235f8b650243338f2957a048e88a50
Cheatahs,Geographic,https://api.spotify.com/v1/tracks/18VVjEmFSizD9GhyOl7qmM,Cheatahs,https://api.spotify.com/v1/albums/5kelTD79bkeXExIfV53p2i,0.232,0.849,5,-1.58,1,0.0555,0.000285,0.947,0.368,0.203,167.07,audio_features,18VVjEmFSizD9GhyOl7qmM,209240,4,dream pop,https://p.scdn.co/mp3-preview/97df5122abd18a4d8f5fdf4228e05aa246045cf4?cid=fc235f8b650243338f2957a048e88a50
DIIV,Out of Mind,https://api.spotify.com/v1/tracks/5Jl1QnoXsEsRJOOoXHApab,Is the Is Are,https://api.spotify.com/v1/albums/5PPPABn2aZ0jRuHPMONwSR,0.478,0.955,11,-5.342,0,0.0542,0.000445,0.892,0.0541,0.538,154.896,audio_features,5Jl1QnoXsEsRJOOoXHApab,188050,4,alternative dance,https://p.scdn.co/mp3-preview/ea0bc6d9faa45b80f401d102c68c6ea842d7fc4c?cid=fc235f8b650243338f2957a048e88a50
Pinkshinyultrablast,Wish We Were,https://api.spotify.com/v1/tracks/7uB9OS6cimepO37Pqf8Nzs,Everything Else Matters,https://api.spotify.com/v1/albums/5i4chaWK0h50pbc3WJNXhL,0.113,0.875,2,-8.547,1,0.154,0.00369,0.875,0.0655,0.0524,159.948,audio_features,7uB9OS6cimepO37Pqf8Nzs,412448,4,dream pop,https://p.scdn.co/mp3-preview/db3cc7de61ebd1dec631bb24a8a46ed01939f9ee?cid=fc235f8b650243338f2957a048e88a50
Autolux,Subzero Fun,https://api.spotify.com/v1/tracks/09bKcAQucbwjZVGcZgqmtd,Future Perfect,https://api.spotify.com/v1/albums/6LoLOun0sJqNEpSuDZrKoS,0.621,0.954,8,-6.012,1,0.0608,0.000501,0.0441,0.103,0.104,123.364,audio_features,09bKcAQucbwjZVGcZgqmtd,236133,4,dance-punk,https://p.scdn.co/mp3-preview/0b0996291b36ca4b2de9f69804e47586914dcda6?cid=fc235f8b650243338f2957a048e88a50
The Brian Jonestown Massacre,Evergreen,https://api.spotify.com/v1/tracks/4lfvvWKfZrC0VZcxOCp521,Methodrone,https://api.spotify.com/v1/albums/1iTcRHmVM0lioMXy9EK7ka,0.339,0.706,4,-9.141,0,0.0342,0.0000331,0.857,0.35,0.105,98.441,audio_features,4lfvvWKfZrC0VZcxOCp521,204800,4,alternative rock,https://p.scdn.co/mp3-preview/c0754f6181742298c664c26ab778da481ed70411?cid=fc235f8b650243338f2957a048e88a50
Moon Duo,The Death Set,https://api.spotify.com/v1/tracks/5g2XwTnnyuzD0uTyDH5dDH,Occult Architecture Vol. 1,https://api.spotify.com/v1/albums/4AlRpwAsVlD0fuDnt9i3XD,0.437,0.863,11,-7.257,0,0.0413,0.0000281,0.764,0.423,0.311,119.965,audio_features,5g2XwTnnyuzD0uTyDH5dDH,396992,4,chamber psych,https://p.scdn.co/mp3-preview/9f1091a45dfbc94205d9e32cdaaac1f33cd1a8bd?cid=fc235f8b650243338f2957a048e88a50
No Joy,Hellhole,https://api.spotify.com/v1/tracks/2swoHVIIKyutOuTzbSh7iq,Creep - EP,https://api.spotify.com/v1/albums/224pcxOtf94VWyjiHwvpoa,0.457,0.919,6,-5.805,0,0.0341,0.0724,0.676,0.175,0.601,111.292,audio_features,2swoHVIIKyutOuTzbSh7iq,199351,4,chillwave,https://p.scdn.co/mp3-preview/4c7f88d976ac1a31c3f8b20786aa9e774375d4ad?cid=fc235f8b650243338f2957a048e88a50
Klaus Johann Grobe,Wo sind,https://api.spotify.com/v1/tracks/3xNuNSUJFkgTOGs0Y0Icgn,Spagat der Liebe,https://api.spotify.com/v1/albums/7spzCsIOgJvzaOC2GUn8s5,0.548,0.684,5,-7.773,1,0.0525,0.00459,0.00271,0.104,0.749,105.821,audio_features,3xNuNSUJFkgTOGs0Y0Icgn,227194,4,chamber psych,https://p.scdn.co/mp3-preview/e4d8d89496b58160afe2d8fdb72a9c37ec679c26?cid=fc235f8b650243338f2957a048e88a50
